name,type,district,status,total_coverage,unique_coverage,overlap_coverage,overlap_pct
Ngatala,Health Post,Mangochi,Functional,17144.964688301086,0.0,17144.964688301086,100.0
Ngana,Health Centre,Karonga,Functional,4996.280070066452,755.4975380897522,4240.7825319767,84.87879927676465
Ngapani,Health Centre,Mangochi,Non-functional,7792.345420598984,7792.345420598984,0.0,0.0
Ngara,Health Post,Karonga,Functional,12482.402771830559,63.794532775878906,12418.60823905468,99.48892425647531
Ngatala,Health Post,Mangochi,Functional,17170.232313156128,0.0,17170.232313156128,100.0
Ngisi,Clinic,Karonga,Functional,14213.248951673508,3363.285599708557,10849.96335196495,76.3369683374711
Kwa Bishop,Health Centre,Salima,Functional,28112.529304742813,2586.8639047145844,25525.66540002823,90.79818156284443
Ngokwe,Health Centre,Machinga,Functional,21459.74084854126,21459.74084854126,0.0,0.0
Ngolowera,Health Post,Mulanje,Functional,49661.51068460941,8.464476108551025,49653.04620850086,99.98295566125182
Chidalanda,Health Centre,Lilongwe,Functional,32098.126294136047,22085.060517311096,10013.065776824951,31.195172219925567
Ngotangota,Health Post,Zomba,Functional,8434.573387145996,8192.870098114014,241.70328903198242,2.8656255383387856
Ngoya,Clinic,Chitipa,Non-functional,8647.686427950859,655.6894174814224,7991.997010469437,92.41774753346608
Ngwelero,Clinic,Zomba,Functional,24985.65833568573,13360.738771438599,11624.919564247131,46.52636887955783
Nice Private,Clinic,Machinga,Non-functional,44838.32417726517,0.0,44838.32417726517,100.0
Njuli Quary,Clinic,Chiradzulu,Non-functional,41763.83826267719,5.966590881347656,41757.871671795845,99.98571349969363
Njuyu,Health Centre,Mzimba,Functional,7861.250024795532,7219.934358119965,641.3156666755676,8.157934993197829
Nkalo,Health Centre,Chiradzulu,Functional,44625.637373924255,8165.688332557678,36459.94904136658,81.70180010173016
Nkasala,Health Centre,Zomba,Functional,18447.951505184174,14531.57210969925,3916.3793954849243,21.22934567767244
Nkhalango,Clinic,Lilongwe,Functional,176306.99116837978,0.0,176306.99116837978,100.0
Nkhamenya,Hospital,Kasungu,Functional,25076.61875152588,1774.0255308151245,23302.593220710754,92.92557920829267
Nkhande,Dispensary,Nsanje,Functional,11810.972965240479,7783.183542728424,4027.7894225120544,34.10209670588342
Mkondezi,District Hospital,Nkhata Bay,Functional,23747.73336070776,135.16462039947507,23612.568740308285,99.43083148885647
Nkhatabay private clinic,Clinic,Nkhata Bay,Functional,26336.803164720535,0.0,26336.803164720535,100.0
Nkhataombere,Health Post,Thyolo,Functional,26042.664066314697,10604.768209934235,15437.895856380463,59.27924968455457
Mkhate,Health Post,Chikwawa,Non-functional,25190.663028776646,0.0,25190.663028776646,100.0
Nkhoma,Hospital,Lilongwe,Functional,39151.023666501045,31993.287744641304,7157.735921859741,18.28237234058364
Nkhoma Private Clinic,Clinic,Thyolo,Non-functional,35151.89434123039,0.0,35151.89434123039,100.0
Nkhomboli,Health Post,Rumphi,Functional,8112.011782169342,0.0,8112.011782169342,100.0
Nkholongo,Health Centre,Mzimba,Functional,37085.66110001318,2376.5435135364532,34709.11758647673,93.59174558833573
Banja la mtsogolo,Clinic,Nkhotakota,Functional,44986.21215415001,0.0,44986.21215415001,100.0
Nkhotakota,District Hospital,Nkhotakota,Functional,45861.55835556984,0.0,45861.55835556984,100.0
Nkhulambe,Health Centre,Phalombe,Functional,15195.756971687078,4932.3527819514275,10263.404189735651,67.54124989533955
Nkhunga,Health Centre,Nkhotakota,Functional,30949.209658503532,1056.1445446014404,29893.065113902092,96.58749106599154
Khuyukuyu,Health Centre,Mzimba,Functional,9204.331563949585,3382.5143055915833,5821.817258358002,63.250842474647406
Nkhwazi,Health Centre,Mchinji,Functional,23922.887479782104,63.72522163391113,23859.162258148193,99.73362236608033
Nkombedzi Health Centre,Health Centre,Chikwawa,Functional,12393.023838043213,0.0,12393.023838043213,100.0
Nkope,Health Centre,Mangochi,Functional,14527.88650894165,390.48535537719727,14137.401153564453,97.31216681010785
Nkula,Clinic,Neno,Functional,7846.452894687653,6111.57278585434,1734.880108833313,22.11037435792029
Nkumaniza,Health Centre,Chikwawa,Functional,12393.023838043213,0.0,12393.023838043213,100.0
Nkuriza,Clinic,Kasungu,Non-functional,15555.770777702332,16.6168532371521,15539.15392446518,99.89317884999326
Nsabwe Health Centre,Health Post,Thyolo,Functional,28608.268046736717,0.0,28608.268046736717,100.0
Nsaru,Health Centre,Lilongwe,Functional,27662.200983047485,27237.312494277954,424.88848876953125,1.5359894501161353
Nsambe health centre,Health Centre,Neno,Functional,11549.706872701645,10982.73499083519,566.9718818664551,4.908972046784353
Mission,Health Centre,Machinga,Functional,32752.054589748383,79.03182983398438,32673.0227599144,99.75869657392815
Nsanje,District Hospital,Nsanje,Functional,31760.090548992157,1327.772861480713,30432.317687511444,95.81936688929608
Nsanje Private Clinic,Clinic,Nsanje,Non-functional,32593.357180595398,131.99319982528687,32461.36398077011,99.59503036433487
Nsipe,Health Centre,Ntcheu,Functional,24762.870447158813,1122.3844718933105,23640.485975265503,95.46747024223887
Nsiyaludzu,Health Centre,Ntcheu,Functional,23250.590279102325,17670.45535993576,5580.134919166565,23.999970977863736
Nsomo,Health Post,Chikwawa,Functional,7281.250927448273,5770.026777982712,1511.224149465561,20.755007134401453
Nsuwadzi,Dispensary,Mulanje,Non-functional,51103.39132595062,91.25620603561401,51012.13511991501,99.8214282777173
Ntaja,Health Centre,Machinga,Functional,35244.142370700836,15.738940238952637,35228.40343046188,99.955343103335
Mtakataka,Health Centre,Dedza,Functional,26379.38985490799,0.0,26379.38985490799,100.0
Ntata Anthony Clinic,Clinic,Zomba,Functional,127509.074593544,0.0,127509.074593544,100.0
Ntcheu District Hospital,District Hospital,Ntcheu,Functional,39739.02891397476,0.0,39739.02891397476,100.0
Ntchisi,District Hospital,Ntchisi,Functional,31690.631900548935,0.0,31690.631900548935,100.0
Ntepa,Health Centre,Kasungu,Non-functional,11939.321201324463,0.0,11939.321201324463,100.0
Nthalire,Health Centre,Chitipa,Functional,8842.465189933777,282.0671992301941,8560.397990703583,96.81008414314938
Nthenje,Health Centre,Rumphi,Functional,17357.68226480484,410.1571931838989,16947.52507162094,97.63702787661029
Nthondo,Health Centre,Ntchisi,Functional,15054.123763084412,9905.623766899109,5148.499996185303,34.19993137568331
Nthondo,Health Centre,Lilongwe,Functional,36832.83827114105,15.555698394775392,36817.28257274628,99.95776676703471
NTHONDO HEALTH POST,Health Post,Chikwawa,Non-functional,6507.880491256714,2837.9721670150757,3669.908324241638,56.391759639288566
Ntholowa,Health Centre,Machinga,Functional,30391.83753824234,6829.428664684296,23562.408873558044,77.52874055051538
Nthungwa,Health Centre,Nkhata Bay,Functional,1224.5510330200195,1224.5510330200195,0.0,0.0
Nyambadwe,Hospital,Blantyre,Functional,379507.0257410705,0.0,379507.0257410705,100.0
Nyambi,Health Centre,Machinga,Functional,32118.839026927948,7834.931930541992,24283.907096385956,75.60642860106711
Nyambisoni,Clinic,Chikwawa,Non-functional,35221.46619749069,80.43532323837279,35141.03087425232,99.77162982714188
Nyamithuthu,Health Centre,Nsanje,Functional,15391.578543424606,13673.767933130264,1717.810610294342,11.160717566738489
Nyamvuu,Clinic,Nkhotakota,Functional,31022.99287378788,168.7306456565857,30854.262228131294,99.45611100017642
Nyangulu clinic,Clinic,Lilongwe,Non-functional,534406.7439793348,0.0,534406.7439793348,100.0
Nyanja,Health Post,Lilongwe,Functional,38416.11155676842,1234.4726371765137,37181.638919591904,96.78657576951196
Nyanyala  under 5 clinic,Clinic,Balaka,Functional,9636.807965993881,3701.2279732227325,5935.579992771149,61.592801410139856
Nyoka,Clinic,Mchinji,Non-functional,7708.66405916214,522.3750257492065,7186.289033412933,93.22353365330096
Nyungwe,Health Centre,Karonga,Functional,23586.653539180756,10070.737048387527,13515.916490793228,57.30323917439745
Ofesi,Health Centre,Kasungu,Functional,13309.269073486328,13085.062292098999,224.2067813873291,1.684591243511457
Old Hospital,Dispensary,Karonga,Functional,57372.589367866516,0.0,57372.589367866516,100.0
Our lady,Hospital,Mchinji,Non-functional,26277.510934829712,2739.4256629943848,23538.085271835327,89.57501846431202
Padley PIO,Health Centre,Mzimba,Functional,11228.706460475922,0.0,11228.706460475922,100.0
Parachute Battalion,Dispensary,Salima,Functional,26011.79786324501,634.132716178894,25377.665147066116,97.56213423034887
Partners,Clinic,Lilongwe,Functional,540627.3018422425,0.0,540627.3018422425,100.0
Partners,Dispensary,Lilongwe,Functional,540627.3018422425,0.0,540627.3018422425,100.0
Partners Private Clinic,Clinic,Dedza,Functional,42430.53667497635,0.0,42430.53667497635,100.0
Chilitseni,Clinic,Ntcheu,Non-functional,40952.509935855865,0.0,40952.509935855865,100.0
Pende,Health Post,Chikwawa,Functional,18815.47114920616,0.0,18815.47114920616,100.0
Joshua Clinic,Health Centre,Blantyre,Functional,118412.11149454117,681.0680236816406,117731.04347085953,99.42483246427622
Perekamoyo,Dispensary,Mangochi,Functional,14638.51809322834,0.0,14638.51809322834,100.0
Machanza,Clinic,Ntcheu,Non-functional,19942.949306488037,83.06575298309326,19859.883553504944,99.583483106202
Phalombe,Health Centre,Phalombe,Functional,39562.81225812435,6601.529960036278,32961.282298088074,83.31380004797148
Phalula,Health Centre,Balaka,Functional,12517.294671058655,234.14410305023193,12283.150568008423,98.12943523977592
Phanga,Dispensary,Ntcheu,Functional,5149.325695991516,5086.679936408997,62.64575958251953,1.2165818066487037
Phanga,Clinic,Kasungu,Non-functional,20371.982355117798,18239.092804908752,2132.8895502090454,10.469720192317103
Private,Clinic,Nkhotakota,Functional,15149.661017894745,92.33971786499023,15057.321300029755,99.39048327381109
Phimbi,Health Centre,Balaka,Functional,14575.518542289734,9394.742888450623,5180.775653839111,35.54436597783807
Phiri,Clinic,Kasungu,Non-functional,18117.31602525711,212.8548994064331,17904.461125850677,98.8251300628101
Phirilanjuzi,Health Post,Lilongwe,Functional,28337.024510383606,13616.80914592743,14720.215364456177,51.946933804084516
Damu,Health Centre,Mangochi,Functional,7410.686973571777,7410.686973571777,0.0,0.0
Phokera,Health Centre,Nsanje,Functional,16177.942124843597,11442.440489768982,4735.5016350746155,29.27134736007344
Tanyaze,Clinic,Dedza,Non-functional,35468.05170941353,0.0,35468.05170941353,100.0
Phuno,Health Post,Rumphi,Functional,5797.281550884247,619.6942801475525,5177.587270736694,89.31060576050456
Phwazi,Clinic,Mulanje,Functional,24607.342824220657,0.0,24607.342824220657,100.0
Pwezi Clinic,Clinic,Rumphi,Functional,11501.343699455261,1043.0423483848572,10458.301351070404,90.93112617411599
Evangelical,Clinic,Blantyre,Functional,68825.51811051369,96.97844982147215,68728.53966069221,99.85909521281663
PIM,Health Centre,Chiradzulu,Functional,45174.41062474251,2926.7241230010986,42247.68650174141,93.52127878919553
Pirimiti,Health Centre,Zomba,Functional,31430.26362681389,1250.0447316169739,30180.218895196915,96.02279908797668
Pitala,Clinic,Mchinji,Non-functional,15295.702138900757,9500.350642204285,5795.351496696472,37.888757535082085
Police,Hospital,Zomba,Functional,134181.36493849754,0.0,134181.36493849754,100.0
Portland Cement Clinic,Clinic,Blantyre,Functional,370186.98972532153,0.0,370186.98972532153,100.0
Pothawira,Health Centre,Salima,Functional,64773.39772129059,11297.39854335785,53475.99917793274,82.55858278120792
praise,Clinic,Nkhotakota,Functional,19023.409413337708,1523.2960414886475,17500.11337184906,91.99251822640882
KwaMnthali,Clinic,Blantyre,Functional,94348.49500393867,0.0,94348.49500393867,100.0
Precious Dental and Medical centre,Clinic,Mangochi,Non-functional,82565.49969309568,0.0,82565.49969309568,100.0
PACE CLINIC,Clinic,Blantyre,Functional,51276.88443505764,0.0,51276.88443505764,100.0
Puteni,Health Post,Thyolo,Non-functional,28608.268046736717,0.0,28608.268046736717,100.0
PVHO Private Clinic,Clinic,Blantyre,Functional,417473.4488706291,0.0,417473.4488706291,100.0
Queen Elizabeth Central Hospital,Central Hospital,Blantyre,Functional,402979.92712423205,0.0,402979.92712423205,100.0
Rafiki,Clinic,Mzimba,Functional,41473.0734205246,107.88171720504761,41365.19170331955,99.7398752773609
Raha,Clinic,Nkhata Bay,Functional,30239.90006119013,0.0,30239.90006119013,100.0
Raiply,Dispensary,Mzimba,Non-functional,6843.805970668793,690.0121688842773,6153.793801784515,89.91771286559651
Rapha Pvt Clinic,Clinic,Blantyre,Functional,258329.768350482,0.0,258329.768350482,100.0
Reserve Bank of Malawi,Dispensary,Lilongwe,Functional,314009.4664258305,0.0,314009.4664258305,100.0
Rhema,Clinic,Zomba,Non-functional,130764.44608139992,0.0,130764.44608139992,100.0
Ruarwe dispensary,Dispensary,Nkhata Bay,Functional,3461.142587661743,2197.9516372680664,1263.1909503936768,36.49635686483103
Banja La Mtsogolo ,Clinic,Rumphi,Functional,26873.802053689957,0.0,26873.802053689957,100.0
Rumphi,District Hospital,Rumphi,Functional,27030.492986917496,75.2002215385437,26955.292765378952,99.72179485747841
Ruo,Clinic,Mulanje,Non-functional,38599.96101093292,0.0,38599.96101093292,100.0
Sadzi,Health Centre,Zomba,Functional,115402.1183898449,0.0,115402.1183898449,100.0
Albino,Clinic,Mulanje,Non-functional,68004.16579389572,13878.914636611938,54125.25115728378,79.5910817012658
DREAM Saint Egidio,Clinic,Blantyre,Functional,215546.2941070795,0.0,215546.2941070795,100.0
Salamba,Health Post,Mulanje,Functional,35641.02887630463,900.8993530273438,34740.12952327728,97.47229700872555
Admarc,Dispensary,Salima,Functional,72817.96200466156,0.0,72817.96200466156,100.0
SASO,Dispensary,Salima,Functional,74082.81465244293,0.0,74082.81465244293,100.0
BLM,Clinic,Salima,Non-functional,73281.40180206299,0.0,73281.40180206299,100.0
District hospital,District Hospital,Salima,Functional,57743.563744306564,0.0,57743.563744306564,100.0
Samu,Health Centre,Thyolo,Non-functional,38601.02672982216,48.565473556518555,38552.46125626564,99.87418605754598
Sambakusi,Health Post,Ntchisi,Functional,9605.737529754639,6050.742102622986,3554.995427131653,37.00908354116208
sambankhanga health centre,Clinic,Thyolo,Non-functional,52078.454797029495,3920.773761987686,48157.68103504181,92.47140918971482
sandama,Clinic,Thyolo,Non-functional,21525.638612747192,6189.362679719925,15336.275933027267,71.2465549056711
Sangiro,Health Centre,Karonga,Functional,16773.106999397278,6617.271930217743,10155.835069179535,60.54832339377835
Sankhulani,Health Centre,Nsanje,Functional,7192.6734573841095,6112.1166117191315,1080.556845664978,15.023021023645411
Santhe,Health Centre,Kasungu,Functional,15752.207168579102,1351.4466433525085,14400.760525226593,91.42058869027423
Saopa,Clinic,Chikwawa,Non-functional,18815.47114920616,0.0,18815.47114920616,100.0
Satemwa Dispensary,Health Centre,Thyolo,Non-functional,42273.85856342316,0.0,42273.85856342316,100.0
Sayama,Clinic,Mulanje,Non-functional,44955.04799890518,48.59975051879883,44906.44824838638,99.89189256227692
Semema,Clinic,Blantyre,Functional,226034.43373721838,0.0,226034.43373721838,100.0
Victory Medical Clinic,Clinic,Lilongwe,Non-functional,55788.907310009,0.0,55788.907310009,100.0
Senzani,Health Centre,Ntcheu,Functional,9099.958635091782,4370.942141294479,4729.016493797302,51.96745044049978
Sharpe Valley Health Centre,Health Centre,Ntcheu,Functional,19663.347499370575,13318.363722801208,6344.9837765693665,32.268075294770995
Shifa Private Hospital,Clinic,Blantyre,Functional,437559.7188936174,0.0,437559.7188936174,100.0
Silo,Health Post,Karonga,Functional,12907.464518785477,11.21477222442627,12896.24974656105,99.91311405731076
Simlemba Health Centre,Health Centre,Kasungu,Functional,12143.277742385864,12143.277742385864,0.0,0.0
Sinyala,Clinic,Mangochi,Non-functional,28707.276621341705,10931.18571805954,17776.090903282166,61.92189923744622
Chigweche,Health Centre,Mangochi,Functional,30834.45140349865,1551.7168074846268,29282.734596014023,94.96758743270989
Magita Private Clinic,Clinic,Blantyre,Functional,370186.98972532153,0.0,370186.98972532153,100.0
Soche Clinic,Health Centre,Blantyre,Functional,200832.26550245285,457.83017587661743,200374.43532657623,99.77203355510072
Soche SDA Clinic,Unclassified,Blantyre,Functional,363099.124527663,0.0,363099.124527663,100.0
Society Medical Clinic,Clinic,Blantyre,Functional,158445.49953365326,0.0,158445.49953365326,100.0
Near Sokola Primary school,Health Post,Chitipa,Functional,4436.532165050507,1460.5985910892487,2975.933573961258,67.0779217471847
Salomon clinic,Dispensary,Ntcheu,Functional,14646.573315620422,13926.022513389587,720.550802230835,4.919586217906511
Somba,Health Centre,Mangochi,Functional,23522.021080613136,6692.989481687546,16829.03159892559,71.54585714063528
Sorgin,Health Centre,Nsanje,Functional,28682.838157892227,9875.842074632645,18806.996083259583,65.56881149533224
Miracle Private Clinic ,Clinic,Blantyre,Functional,158227.01791626215,0.0,158227.01791626215,100.0
SOS,Clinic,Mzimba,Non-functional,180115.07353094965,62.60190010070801,180052.47163084894,99.96524338642321
SOS,Clinic,Lilongwe,Non-functional,560309.6834027339,0.0,560309.6834027339,100.0
South Lunzu,Health Centre,Blantyre,Functional,185540.20918792486,0.0,185540.20918792486,100.0
Sobo,Dispensary,Mzimba,Functional,167198.57590636238,0.0,167198.57590636238,100.0
Mikoke,Hospital,Ntcheu,Functional,14946.205932617188,508.0483250617981,14438.15760755539,96.6008207878825
SSH,Dispensary,Lilongwe,Functional,365677.56272994913,0.0,365677.56272994913,100.0
St. Anne's,Clinic,Nkhotakota,Functional,25235.634818077087,0.0,25235.634818077087,100.0
Chiphwanya,Health Centre,Dedza,Functional,0.0,0.0,0.0,0.0
St. Marys,Health Centre,Likoma,Functional,4619.824178695679,0.0,4619.824178695679,100.0
Montfort,Hospital,Chikwawa,Functional,35956.65679021925,0.0,35956.65679021925,100.0
St Vincent,Health Centre,Blantyre,Functional,34104.58340656757,2335.0994124412537,31769.48399412632,93.15312143061809
St. Andrews,Hospital,Kasungu,Functional,12934.15999507904,433.7092037200928,12500.450791358948,96.64679264919329
Vinthukutu,Health Centre,Karonga,Functional,24806.40367078781,0.0,24806.40367078781,100.0
St. Annies,Hospital,Nkhotakota,Functional,42695.17992782593,58.9875373840332,42636.192390441895,99.86184028856712
St. Faith Anglican Clinic,Health Centre,Kasungu,Functional,15051.949979782104,0.0,15051.949979782104,100.0
Namitondo,Hospital,Lilongwe,Functional,31833.52696609497,16250.292606830597,15583.234359264374,48.95227090564503
St. Hellena Oakley (Ntambanyama),Dispensary,Thyolo,Functional,44000.40755677223,0.0,44000.40755677223,100.0
St. John of God,Hospital,Mzimba,Functional,194959.35804488882,0.0,194959.35804488882,100.0
St. Johns,Hospital,Mzimba,Functional,184241.7228515409,0.0,184241.7228515409,100.0
St. Johns Nutrition Centre,Clinic,Mangochi,Non-functional,21787.88448858261,0.0,21787.88448858261,100.0
Ludzi community hospital,Hospital,Mchinji,Non-functional,21611.655792236328,0.0,21611.655792236328,100.0
Nguludi,Hospital,Chiradzulu,Functional,51130.11973118782,4902.240594863892,46227.87913632393,90.41222547367971
St. Louis,Dispensary,Lilongwe,Functional,341608.16693647206,0.0,341608.16693647206,100.0
Malosa,Hospital,Zomba,Functional,24441.82130610943,14829.216346263885,9612.604959845543,39.328513368366686
St.Mamwene,Clinic,Mulanje,Non-functional,32496.597961187363,20190.739612817764,12305.858348369598,37.86814349941253
St. Mark Private,Clinic,Kasungu,Non-functional,77030.6418709755,0.0,77030.6418709755,100.0
St. Martins Mission Hospital,Hospital,Mangochi,Functional,25645.284107208252,25645.284107208252,0.0,0.0
Diocese,Health Centre,Dowa,Non-functional,23206.368623256683,14022.745115280151,9183.623507976532,39.57372071894522
St. Michaels community,Hospital,Mchinji,Functional,22991.36269760132,3184.893214225769,19806.46948337555,86.14743607799268
St. Patricks,Health Centre,Rumphi,Functional,26158.407646894455,181.63974380493164,25976.767903089523,99.30561620471383
State house,Clinic,Zomba,Functional,105517.98877334595,0.0,105517.98877334595,100.0
Stevata Private Clinic,Clinic,Nkhata Bay,Non-functional,25181.524857759476,0.0,25181.524857759476,100.0
Sucoma Clinic Illovo (Armumend,Clinic,Chikwawa,Non-functional,24868.771414279938,442.27244758605957,24426.498966693878,98.22157500176264
Illove factory,Clinic,Chikwawa,Non-functional,43984.276711046696,0.8418689966201782,43983.434842050076,99.99808597740018
Kalulu,Clinic,Chikwawa,Non-functional,17068.75719150901,435.6163455247879,16633.14084598422,97.44787308977898
Lengwe,Clinic,Chikwawa,Functional,6797.856691528112,4820.423676181585,1977.433015346527,29.08906593766415
Mangulenje,Clinic,Chikwawa,Non-functional,15061.399940215051,9.670913696289062,15051.729026518762,99.93579007439763
Mkombezi,Clinic,Chikwawa,Non-functional,43166.24732506275,974.3810625076294,42191.86626255512,97.74272464509119
Mwanza Clinic,Clinic,Chikwawa,Non-functional,9572.576428085566,387.79156494140625,9184.78486314416,95.94893216204949
Sukasanje,Health Centre,Phalombe,Functional,20753.627506256104,18881.056005477905,1872.5715007781982,9.02286359439437
Sunganis Medical Centre,Clinic,Blantyre,Functional,227492.89784187078,0.0,227492.89784187078,100.0
Sunny Side B,Clinic,Blantyre,Functional,324551.33381709456,0.0,324551.33381709456,100.0
Tachila,Clinic,Lilongwe,Functional,502740.22490894794,0.0,502740.22490894794,100.0
Tadala Private Clinic,Clinic,Blantyre,Functional,230287.41550445557,0.0,230287.41550445557,100.0
Tcharo,Health Centre,Rumphi,Functional,2187.525402069092,2187.525402069092,0.0,0.0
Tedzani,Dispensary,Neno,Non-functional,12327.781024694443,0.0,12327.781024694443,100.0
Tembwe,Health Centre,Mchinji,Functional,23599.922906398773,4068.279374599457,19531.643531799316,82.76147176100986
Temwa,Clinic,Mzimba,Functional,8096.019900798798,103.52678871154785,7992.49311208725,98.72126316412175
Mpatsa,Health Centre,Nsanje,Functional,19571.42235469818,19565.347658634186,6.074696063995361,0.03103860288691339
Thabwani,Clinic,Chikwawa,Non-functional,17543.380057930946,2024.9369149208069,15518.44314301014,88.45754405231972
Thambani,Health Centre,Mwanza,Functional,25976.428748846054,25967.09489417076,9.333854675292969,0.03593201654291145
Thandizo private clinic,Clinic,Mchinji,Functional,42221.4199962616,45.29334354400634,42176.12665271759,99.89272425335761
Thandizo Clinic,Clinic,Blantyre,Functional,354384.0813548267,0.0,354384.0813548267,100.0
Thavite,Health Centre,Salima,Functional,21933.23516178131,16738.471165657043,5194.763996124268,23.684440338177517
Thazima,Health Post,Rumphi,Functional,3150.4527654647827,2698.598811149597,451.85395431518555,14.342508456828874
The Clinic,Dispensary,Lilongwe,Functional,386563.5372938998,0.0,386563.5372938998,100.0
Dr. Humera A,Dispensary,Lilongwe,Functional,386563.5372938998,0.0,386563.5372938998,100.0
Thejopal Rotta. S,Clinic,Blantyre,Functional,424591.90201696754,0.0,424591.90201696754,100.0
Thekerani Rural Hospital,Hospital,Thyolo,Functional,44000.40755677223,0.0,44000.40755677223,100.0
Thembe Health Centre,Dispensary,Mulanje,Functional,39155.98274707794,0.0,39155.98274707794,100.0
Thendo,Clinic,Chikwawa,Non-functional,3860.9717075824738,3860.9717075824738,0.0,0.0
Therere,Health Post,Chikwawa,Functional,11496.544096313417,11496.544096313417,0.0,0.0
Therere,Health Post,Chitipa,Functional,4993.9322209358215,4744.750123977661,249.1820969581604,4.989697215223032
Thomas Health Centre,Health Centre,Thyolo,Functional,41891.50376343727,2106.5314631462097,39784.97230029106,94.9714589501445
Thondwe,Dispensary,Zomba,Functional,31381.328954696655,40.59831619262695,31340.73063850403,99.8706290729394
Katolika,Health Centre,Zomba,Non-functional,29939.559199810028,0.0,29939.559199810028,100.0
Thonje,Health Centre,Dowa,Functional,18484.940664291382,5851.889073371887,12633.051590919495,68.3423973078995
Thornwood,Clinic,Mulanje,Functional,39155.98274707794,0.0,39155.98274707794,100.0
Thoto,Dispensary,Nkhata Bay,Functional,6098.973930358887,6098.973930358887,0.0,0.0
Thukuta Improved Health post,Health Post,Thyolo,Non-functional,15874.712911605835,1649.437335729599,14225.275575876236,89.60965565226876
Thumbwe,Health Centre,Chiradzulu,Functional,39482.92614364624,26574.901747703552,12908.024395942688,32.69267416751456
Thunduwike,Health Centre,Mzimba,Functional,5194.254726648331,5194.254726648331,0.0,0.0
Thunga ,Health Centre,Thyolo,Functional,43286.05167710781,2371.4018288850784,40914.64984822273,94.52155662850808
Thupa,Health Centre,Kasungu,Non-functional,10486.81656742096,7226.657342910767,3260.159224510193,31.088168688278767
Thyolo Hospital,Health Post,Thyolo,Functional,34633.06174635887,0.0,34633.06174635887,100.0
Thyolo Private Clinic,Clinic,Thyolo,Non-functional,35151.89434123039,0.0,35151.89434123039,100.0
Tikondane,Health Centre,Nsanje,Non-functional,28931.30366051197,622.5531663894653,28308.750494122505,97.84816759834027
Tilinanu ,Clinic,Blantyre,Functional,365160.73501726985,0.0,365160.73501726985,100.0
Tilola,Health Post,Karonga,Functional,10300.036312580109,5177.754214525223,5122.282098054886,49.730718830560896
Timunyazye,Clinic,Karonga,Functional,10999.793350338936,485.3589242696762,10514.43442606926,95.58756324949759
Titani,Clinic,Kasungu,Non-functional,11470.544840335846,1636.9384002685547,9833.606440067291,85.72920098344146
Tiyende Private Clinic,Clinic,Mwanza,Functional,46774.13148880005,136.62432384490967,46637.50716495514,99.70790623043932
Maganga,Clinic,Dedza,Functional,26722.290097236633,22337.668169498444,4384.62192773819,16.408106909188916
TIWOOS,Clinic,Dowa,Non-functional,34447.29724550247,17920.73650932312,16526.56073617935,47.97636406245805
Trinity,Hospital,Nsanje,Non-functional,27178.67545413971,3156.829799413681,24021.84565472603,88.3849019620533
Tirzah,Clinic,Blantyre,Functional,373424.41920399666,0.0,373424.41920399666,100.0
Trumate,Clinic,Blantyre,Functional,236490.44372683764,0.0,236490.44372683764,100.0
Truzag Clinic,Clinic,Blantyre,Functional,377626.49387285113,0.0,377626.49387285113,100.0
Tsangano,Health Centre,Ntcheu,Functional,15677.489312887192,15293.533578157425,383.95573472976685,2.44908943687908
Tsoyo,Clinic,Dedza,Functional,31011.38240480423,18277.399269104004,12733.983135700226,41.06228793505026
Tukombo,Dispensary,Nkhata Bay,Functional,24275.82319021225,0.0,24275.82319021225,100.0
Tulonkhondo Health Centre,Health Centre,Mwanza,Functional,18348.782928466797,17026.245672225952,1322.5372562408447,7.20776555805794
Twisile,Clinic,Rumphi,Functional,22722.35033750534,156.72630310058594,22565.624034404755,99.31025487780684
Ukasi,Clinic,Nkhotakota,Functional,17067.277844667435,863.444922208786,16203.832922458649,94.94093358022782
Ukwe,Health Centre,Lilongwe,Functional,26086.78312587738,20011.192889213562,6075.590236663818,23.289917378264235
Ulemu,Clinic,Blantyre,Functional,404370.4805276096,0.0,404370.4805276096,100.0
Uliwa,Health Post,Karonga,Functional,28379.25413417816,0.0,28379.25413417816,100.0
ulongwe health centre,Health Centre,Balaka,Functional,34038.15610527992,379.1016101837158,33659.05449509621,98.88624516260177
Umodzi,Clinic,Mangochi,Non-functional,82274.57434099913,0.0,82274.57434099913,100.0
Umoyo Private clinic,Clinic,Kasungu,Non-functional,76556.29577493668,0.0,76556.29577493668,100.0
Umoyo,Clinic,Machinga,Functional,32846.23391580582,0.0,32846.23391580582,100.0
Umunthu Foundation private Clinic,Clinic,Blantyre,Functional,170858.52742886543,62.06620788574218,170796.4612209797,99.9636739185221
Umuoneke,Clinic,Chikwawa,Non-functional,35544.9452573657,0.0,35544.9452573657,100.0
Ungweru,Clinic,Mzimba,Functional,40572.9105887413,0.0,40572.9105887413,100.0
Ungweru,Clinic,Blantyre,Functional,313283.07000133395,0.0,313283.07000133395,100.0
Usisya health centre,Health Centre,Nkhata Bay,Functional,9003.223895549774,9003.223895549774,0.0,0.0
Utale 1,Health Centre,Balaka,Functional,14172.122110843658,1074.185402393341,13097.936708450317,92.42043362319437
Utale 2,Health Centre,Balaka,Functional,13494.455348968506,874.41650390625,12620.038845062256,93.52017935297337
